//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1380	1380	82	3611	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Mask Excelent
1390	1390	82	4123	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Armor Excelent
1400	1400	82	5147	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Gloves Excelent
1410	1410	82	4635	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Pants Excelent
1420	1420	82	5659	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Boots Excelent
1430	1430	84	3612	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Mask Excelent
1440	1440	84	4124	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Armor Excelent
1450	1450	84	5148	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Gloves Excelent
1460	1460	84	4636	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Pants Excelent
1470	1470	84	5660	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Boots Excelent
1480	1480	90	3617	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Mask Excelent
1490	1490	90	4129	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Armor Excelent
1500	1500	90	5153	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Gloves Excelent
1510	1510	90	4641	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Pants Excelent
1520	1520	90	5665	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Boots Excelent
1530	1530	86	3622	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Mask Excelent
1540	1540	86	4134	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Armor Excelent
1550	1550	86	5158	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Gloves Excelent
1560	1560	86	4646	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Pants Excelent
1570	1570	86	5670	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Boots Excelent
1580	1580	100	3635	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Royal Mask Excelent
1590	1590	100	4147	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Royal Armor Excelent
1600	1600	100	5171	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Royal Gloves Excelent
1610	1610	100	4659	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Royal Pants Excelent
1620	1620	100	5683	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Royal Boots Excelent
1630	1630	78	3623	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Helm (1 UN)
1640	1640	78	4135	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Armor Excelent
1650	1650	78	5159	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Gloves Excelent
1660	1660	78	4647	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Pants Excelent
1670	1670	78	5671	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Boots Excelent
1680	1680	80	3624	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Helm Excelent
1680	1681	90	3624	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Red Wing Helm Chrono
1680	1682	90	3624	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Red Wing Helm Sedemen
1690	1690	80	4136	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Armor Excelent
1690	1691	90	4136	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Red Wing Armor Sedemen
1700	1700	80	5160	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Gloves Excelent
1700	1701	90	5160	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Red Wing Gloves Chrono
1700	1702	90	5160	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Red Wing Gloves Sedemen
1710	1710	80	4648	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Pants Excelent
1710	1711	90	4648	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Red Wing Pants Chrono
1720	1720	80	5672	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Boots Excelent
1720	1721	90	5672	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Red Wing Boots Sedemen
1730	1730	84	3625	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Helm Excelent
1740	1740	84	4137	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Armor Excelent
1750	1750	84	5161	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Gloves Excelent
1760	1760	84	4649	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Pants Excelent
1770	1770	84	5673	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Boots Excelent
1780	1780	86	3626	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Helm Excelent
1790	1790	86	4138	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Armor Excelent
1800	1800	86	5162	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Gloves Excelent
1810	1810	86	4650	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Pants Excelent
1820	1820	86	5674	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Boots Excelent
1830	1830	90	3627	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Helm Excelent
1840	1840	90	4139	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Armor Excelent
1850	1850	90	5163	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Gloves Excelent
1860	1860	90	4651	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Pants Excelent
1870	1870	90	5675	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Boots Excelent
1880	1880	100	3628	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Helm Excelent
1890	1890	100	4140	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Armor Excelent
1900	1900	100	5164	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Gloves Excelent
1910	1910	100	4652	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Pants Excelent
1920	1920	100	5676	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Boots Excelent
1930	1930	80	3643	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sacred Helm Excelent
1930	1931	90	3643	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Sacred Helm Vega
1940	1940	80	4155	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sacred Armor Excelent
1940	1941	90	4155	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Sacred Armor Vega
1940	1942	90	4155	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Sacred Armor Chamer
1950	1950	80	4667	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sacred Pants Excelent
1950	1951	90	4667	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Sacred Pants Vega
1950	1952	90	4667	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Sacred Pants Chamer
1960	1960	80	5691	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sacred Boots Excelent
1960	1961	90	5691	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Sacred Boots Chamer
1970	1970	84	3644	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Hard Helm Excelent
1980	1980	84	4156	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Hard Armor Excelent
1990	1990	84	4668	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Hard Pants Excelent
2000	2000	84	5692	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Hard Boots Excelent
2010	2010	86	3645	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Piercing Helm Excelent
2020	2020	86	4157	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Piercing Armor Excelent
2030	2030	86	4669	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Piercing Pants Excelent
2040	2040	86	5693	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Piercing Boots Excelent
2050	2050	90	3657	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Helm Excelent
2060	2060	90	4169	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Armor Excelent
2070	2070	90	4681	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Pants Excelent
2080	2080	90	5705	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Boots Excelent
2090	2090	100	3646	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Scale Helm Excelent
2100	2100	100	4158	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Scale Armor Excelent
2110	2110	100	5182	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Scale Gloves Excelent
2120	2120	100	4670	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Scale Pants Excelent
2130	2130	100	5694	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Scale Boots Excelent
2140	2140	100	3647	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Silk Helm Excelent
2150	2150	100	4159	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Silk Armor Excelent
2160	2160	100	5183	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Silk Gloves Excelent
2170	2170	100	4671	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Silk Pants Excelent
2180	2180	100	5695	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Silk Boots Excelent
2190	2190	100	3648	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Sphinx Helm Excelent
2200	2200	100	4160	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Sphinx Armor Excelent
2210	2210	100	5184	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Sphinx Gloves Excelent
2220	2220	100	4672	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Sphinx Pants Excelent
2230	2230	100	5696	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Sphinx Boots Excelent
2240	2240	100	3649	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Violent Wind Helm Excelent
2250	2250	100	4161	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Violent Wind Armor Excelent
2260	2260	100	5185	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Violent Wind Gloves Excelent
2270	2270	100	4673	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Violent Wind Pants Excelent
2280	2280	100	5697	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Violent Wind Boots Excelent
2290	2290	100	3650	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dark Soul Helm Excelent
2300	2300	100	4162	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dark Soul Armor Excelent
2310	2310	100	5186	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dark Soul Gloves Excelent
2320	2320	100	4674	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dark Soul Pants Excelent
2330	2330	100	5698	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dark Soul Boots Excelent
2340	2340	100	3651	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dragon Helm Excelent
2350	2350	100	4163	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dragon Armor Excelent
2360	2360	100	5187	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dragon Gloves Excelent
2370	2370	100	4675	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dragon Pants Excelent
2380	2380	100	5699	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Dragon Boots Excelent
2390	2390	100	3652	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Guardian Helm Excelent
2400	2400	100	4164	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Guardian Armor Excelent
2410	2410	100	5188	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Guardian Gloves Excelent
2420	2420	100	4676	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Guardian Pants Excelent
2430	2430	100	5700	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Guardian Boots Excelent
2440	2440	100	3653	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Legendary Helm Excelent
2450	2450	100	4165	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Legendary Armor Excelent
2460	2460	100	5189	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Legendary Gloves Excelent
2470	2470	100	4677	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Legendary Pants Excelent
2480	2480	100	5701	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Legendary Boots Excelent
2490	2490	100	3654	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Red Wing Helm Excelent
2500	2500	100	4166	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Red Wing Armor Excelent
2510	2510	100	5190	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Red Wing Gloves Excelent
2520	2520	100	4678	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Red Wing Pants Excelent
2530	2530	100	5702	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Red Wing Boots Excelent
2540	2540	100	4167	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Atlans Armor Excelent
2550	2550	100	5191	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Atlans Gloves Excelent
2560	2560	100	4679	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Atlans Pants Excelent
2570	2570	100	5703	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Atlans Boots Excelent
2580	2580	100	3656	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Storm Hard Helm Excelent
2590	2590	100	4168	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Storm Hard Armor Excelent
2600	2600	100	4680	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Storm Hard Pants Excelent
2610	2610	100	5704	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Lucky Storm Hard Boots Excelent
2620	2620	50	7329	0	0	1	7	0	0	0	0	255	255	255	255	255	255	0	// Jewel of Elevation (1 UN)
2630	2630	50	7328	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Jewel of Extension (1 UN)
2640	2640	50	6664	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Ice Excelent
2640	2641	60	6664	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Ice Warrior
2650	2650	50	6665	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Poison  Excelent
2650	2651	60	6665	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Poison Kantata
2650	2652	60	6665	15	0	0	7	63	10	0	0	255	255	255	255	255	255	0	// Ring of Poison Agnis
2660	2660	60	6668	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Lighting  Excelent
2660	2661	70	6668	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Lighting Eplete
2670	2670	60	6669	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Fire Excelent
2670	2671	70	6669	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Fire Garuda
2680	2680	50	6677	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Fire Excelent
2680	2681	60	6677	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Fire Anubis
2680	2682	60	6677	15	0	0	7	63	10	0	0	255	255	255	255	255	255	0	// Ring of Fire Muren
2690	2690	50	6678	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Earth Excelent
2690	2691	60	6678	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Earth Ceto
2690	2692	60	6678	15	0	0	7	63	10	0	0	255	255	255	255	255	255	0	// Ring of Earth Vicious
2700	2700	50	6679	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Wind Excelent
2700	2701	60	6679	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Wind Kantata
2710	2710	50	6680	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Ring of Magic Excelent
2710	2711	60	6680	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Ring of Magic Apollo
2710	2712	60	6680	15	0	0	7	63	10	0	0	255	255	255	255	255	255	0	// Ring of Magic Chrono
2720	2720	60	6681	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Ice Excelent
2720	2721	70	6681	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Ice Apollo
2720	2722	70	6681	15	0	0	7	63	10	0	0	255	255	255	255	255	255	0	// Pendant of Ice Broys
2730	2730	60	6682	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Wind Excelent
2730	2731	70	6682	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Wind Evis
2740	2740	60	6683	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Water Excelent
2740	2741	70	6683	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Water Gaion
2750	2750	60	6684	15	0	0	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant of Ability Excelent
2750	2751	70	6684	15	0	0	7	63	5	0	0	255	255	255	255	255	255	0	// Pendant of Ability Gywen
2760	2760	70	3584	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Helm Excelent
2760	2761	80	3584	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Bronze Helm Mist
2770	2770	70	4096	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Armor Excelent
2770	2771	80	4096	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Bronze Armor Hyperion
2780	2780	70	5120	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Gloves Excelent
2780	2781	80	5120	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Bronze Gloves Mist
2790	2790	70	4608	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Pants Excelent
2790	2791	80	4608	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Bronze Pants Hyperion
2790	2792	80	4608	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Bronze Pants Mist
2800	2800	70	5632	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Boots Excelent
2800	2801	80	5632	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Bronze Boots Hyperion
2810	2810	80	3585	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Helm Excelent
2810	2811	90	3585	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Dragon Helm Hyon
2810	2812	90	3585	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Dragon Helm Vicious
2820	2820	80	4097	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Armor Excelent
2820	2821	90	4097	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Dragon Armor Vicious
2830	2830	80	5121	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Gloves Excelent
2830	2831	90	5121	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Dragon Gloves Hyon
2840	2840	80	4609	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Pants Excelent
2840	2841	90	4609	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Dragon Pants Vicious
2850	2850	80	5633	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Boots Excelent
2850	2851	90	5633	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Dragon Boots Hyon
2860	2860	72	3589	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Helm Excelent
2860	2861	82	3589	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Leather Helm Warrior
2860	2862	82	3589	15	0	1	7	63	10	0	0	255	255	255	255	255	255	0	// Leather Helm Anonymous
2870	2870	72	4101	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Armor Excelent
2870	2871	82	4101	15	0	1	7	63	5	0	0	255	255	255	255	255	255	0	// Leather Armor Warrior
